,Produto,Região,Dia,Mês,Ano,Unidade,Preço,Data,Aumento,Aceleracao
22583,Salada longa vida AA - atacado,São Paulo (capital),2,1,2015,Caixa 20 kg,31.38,2015-01-02,,
22584,Salada longa vida AA - atacado,São Paulo (capital),5,1,2015,Caixa 20 kg,36.5,2015-01-05,5.120000000000001,
22585,Salada longa vida AA - atacado,São Paulo (capital),6,1,2015,Caixa 20 kg,40.0,2015-01-06,3.5,-1.620000000000001
22586,Salada longa vida AA - atacado,São Paulo (capital),7,1,2015,Caixa 20 kg,56.0,2015-01-07,16.0,12.5
22587,Salada longa vida AA - atacado,São Paulo (capital),8,1,2015,Caixa 20 kg,46.43,2015-01-08,-9.57,-25.57
22588,Salada longa vida AA - atacado,São Paulo (capital),9,1,2015,Caixa 20 kg,46.43,2015-01-09,0.0,9.57
22589,Salada longa vida AA - atacado,São Paulo (capital),12,1,2015,Caixa 20 kg,63.33,2015-01-12,16.9,16.9
22590,Salada longa vida AA - atacado,São Paulo (capital),13,1,2015,Caixa 20 kg,53.75,2015-01-13,-9.579999999999998,-26.479999999999997
22591,Salada longa vida AA - atacado,São Paulo (capital),14,1,2015,Caixa 20 kg,47.5,2015-01-14,-6.25,3.3299999999999983
22592,Salada longa vida AA - atacado,São Paulo (capital),15,1,2015,Caixa 20 kg,39.0,2015-01-15,-8.5,-2.25
22593,Salada longa vida AA - atacado,São Paulo (capital),16,1,2015,Caixa 20 kg,36.67,2015-01-16,-2.3299999999999983,6.170000000000002
22594,Salada longa vida AA - atacado,São Paulo (capital),19,1,2015,Caixa 20 kg,30.0,2015-01-19,-6.670000000000002,-4.340000000000003
22595,Salada longa vida AA - atacado,São Paulo (capital),20,1,2015,Caixa 20 kg,27.5,2015-01-20,-2.5,4.170000000000002
22596,Salada longa vida AA - atacado,São Paulo (capital),21,1,2015,Caixa 20 kg,35.0,2015-01-21,7.5,10.0
22597,Salada longa vida AA - atacado,São Paulo (capital),22,1,2015,Caixa 20 kg,33.75,2015-01-22,-1.25,-8.75
22598,Salada longa vida AA - atacado,São Paulo (capital),23,1,2015,Caixa 20 kg,41.25,2015-01-23,7.5,8.75
22599,Salada longa vida AA - atacado,São Paulo (capital),26,1,2015,Caixa 20 kg,36.43,2015-01-26,-4.82,-12.32
22600,Salada longa vida AA - atacado,São Paulo (capital),27,1,2015,Caixa 20 kg,28.75,2015-01-27,-7.68,-2.8599999999999994
22601,Salada longa vida AA - atacado,São Paulo (capital),28,1,2015,Caixa 20 kg,34.17,2015-01-28,5.420000000000002,13.100000000000001
22602,Salada longa vida AA - atacado,São Paulo (capital),29,1,2015,Caixa 20 kg,36.25,2015-01-29,2.0799999999999983,-3.3400000000000034
22603,Salada longa vida AA - atacado,São Paulo (capital),30,1,2015,Caixa 20 kg,45.0,2015-01-30,8.75,6.670000000000002
22604,Salada longa vida AA - atacado,São Paulo (capital),2,2,2015,Caixa 20 kg,58.13,2015-02-02,13.130000000000003,4.380000000000003
22605,Salada longa vida AA - atacado,São Paulo (capital),3,2,2015,Caixa 20 kg,65.71,2015-02-03,7.579999999999991,-5.550000000000011
22606,Salada longa vida AA - atacado,São Paulo (capital),4,2,2015,Caixa 20 kg,76.67,2015-02-04,10.960000000000008,3.3800000000000168
22607,Salada longa vida AA - atacado,São Paulo (capital),5,2,2015,Caixa 20 kg,65.0,2015-02-05,-11.670000000000002,-22.63000000000001
22608,Salada longa vida AA - atacado,São Paulo (capital),6,2,2015,Caixa 20 kg,63.75,2015-02-06,-1.25,10.420000000000002
22609,Salada longa vida AA - atacado,São Paulo (capital),9,2,2015,Caixa 20 kg,56.67,2015-02-09,-7.079999999999998,-5.829999999999998
22610,Salada longa vida AA - atacado,São Paulo (capital),10,2,2015,Caixa 20 kg,52.86,2015-02-10,-3.8100000000000023,3.269999999999996
22611,Salada longa vida AA - atacado,São Paulo (capital),11,2,2015,Caixa 20 kg,48.33,2015-02-11,-4.530000000000001,-0.7199999999999989
22612,Salada longa vida AA - atacado,São Paulo (capital),12,2,2015,Caixa 20 kg,49.38,2015-02-12,1.0500000000000043,5.580000000000005
22613,Salada longa vida AA - atacado,São Paulo (capital),13,2,2015,Caixa 20 kg,42.14,2015-02-13,-7.240000000000002,-8.290000000000006
22614,Salada longa vida AA - atacado,São Paulo (capital),19,2,2015,Caixa 20 kg,44.44,2015-02-19,2.299999999999997,9.54
22615,Salada longa vida AA - atacado,São Paulo (capital),20,2,2015,Caixa 20 kg,45.0,2015-02-20,0.5600000000000023,-1.7399999999999949
22616,Salada longa vida AA - atacado,São Paulo (capital),23,2,2015,Caixa 20 kg,38.0,2015-02-23,-7.0,-7.560000000000002
22617,Salada longa vida AA - atacado,São Paulo (capital),24,2,2015,Caixa 20 kg,44.0,2015-02-24,6.0,13.0
22618,Salada longa vida AA - atacado,São Paulo (capital),25,2,2015,Caixa 20 kg,50.0,2015-02-25,6.0,0.0
22619,Salada longa vida AA - atacado,São Paulo (capital),26,2,2015,Caixa 20 kg,63.75,2015-02-26,13.75,7.75
22620,Salada longa vida AA - atacado,São Paulo (capital),27,2,2015,Caixa 20 kg,63.57,2015-02-27,-0.17999999999999972,-13.93
22621,Salada longa vida AA - atacado,São Paulo (capital),2,3,2015,Caixa 20 kg,56.25,2015-03-02,-7.32,-7.140000000000001
22622,Salada longa vida AA - atacado,São Paulo (capital),3,3,2015,Caixa 20 kg,53.33,2015-03-03,-2.9200000000000017,4.399999999999999
22623,Salada longa vida AA - atacado,São Paulo (capital),4,3,2015,Caixa 20 kg,50.83,2015-03-04,-2.5,0.4200000000000017
22624,Salada longa vida AA - atacado,São Paulo (capital),5,3,2015,Caixa 20 kg,43.0,2015-03-05,-7.829999999999998,-5.329999999999998
22625,Salada longa vida AA - atacado,São Paulo (capital),6,3,2015,Caixa 20 kg,44.0,2015-03-06,1.0,8.829999999999998
22626,Salada longa vida AA - atacado,São Paulo (capital),9,3,2015,Caixa 20 kg,50.0,2015-03-09,6.0,5.0
22627,Salada longa vida AA - atacado,São Paulo (capital),10,3,2015,Caixa 20 kg,46.67,2015-03-10,-3.3299999999999983,-9.329999999999998
22628,Salada longa vida AA - atacado,São Paulo (capital),11,3,2015,Caixa 20 kg,50.0,2015-03-11,3.3299999999999983,6.659999999999997
22629,Salada longa vida AA - atacado,São Paulo (capital),12,3,2015,Caixa 20 kg,50.0,2015-03-12,0.0,-3.3299999999999983
22630,Salada longa vida AA - atacado,São Paulo (capital),13,3,2015,Caixa 20 kg,50.0,2015-03-13,0.0,0.0
22631,Salada longa vida AA - atacado,São Paulo (capital),16,3,2015,Caixa 20 kg,49.17,2015-03-16,-0.8299999999999983,-0.8299999999999983
22632,Salada longa vida AA - atacado,São Paulo (capital),17,3,2015,Caixa 20 kg,47.14,2015-03-17,-2.030000000000001,-1.2000000000000028
22633,Salada longa vida AA - atacado,São Paulo (capital),18,3,2015,Caixa 20 kg,38.75,2015-03-18,-8.39,-6.359999999999999
22634,Salada longa vida AA - atacado,São Paulo (capital),19,3,2015,Caixa 20 kg,40.0,2015-03-19,1.25,9.64
22635,Salada longa vida AA - atacado,São Paulo (capital),20,3,2015,Caixa 20 kg,44.0,2015-03-20,4.0,2.75
22636,Salada longa vida AA - atacado,São Paulo (capital),23,3,2015,Caixa 20 kg,43.33,2015-03-23,-0.6700000000000017,-4.670000000000002
22637,Salada longa vida AA - atacado,São Paulo (capital),24,3,2015,Caixa 20 kg,45.0,2015-03-24,1.6700000000000017,2.3400000000000034
22638,Salada longa vida AA - atacado,São Paulo (capital),25,3,2015,Caixa 20 kg,42.5,2015-03-25,-2.5,-4.170000000000002
22639,Salada longa vida AA - atacado,São Paulo (capital),26,3,2015,Caixa 20 kg,42.5,2015-03-26,0.0,2.5
22640,Salada longa vida AA - atacado,São Paulo (capital),27,3,2015,Caixa 20 kg,57.5,2015-03-27,15.0,15.0
22641,Salada longa vida AA - atacado,São Paulo (capital),30,3,2015,Caixa 20 kg,60.0,2015-03-30,2.5,-12.5
22642,Salada longa vida AA - atacado,São Paulo (capital),31,3,2015,Caixa 20 kg,67.5,2015-03-31,7.5,5.0
22643,Salada longa vida AA - atacado,São Paulo (capital),1,4,2015,Caixa 20 kg,84.29,2015-04-01,16.790000000000006,9.290000000000006
22644,Salada longa vida AA - atacado,São Paulo (capital),2,4,2015,Caixa 20 kg,84.0,2015-04-02,-0.29000000000000625,-17.080000000000013
22645,Salada longa vida AA - atacado,São Paulo (capital),6,4,2015,Caixa 20 kg,65.0,2015-04-06,-19.0,-18.709999999999994
22646,Salada longa vida AA - atacado,São Paulo (capital),7,4,2015,Caixa 20 kg,61.67,2015-04-07,-3.3299999999999983,15.670000000000002
22647,Salada longa vida AA - atacado,São Paulo (capital),8,4,2015,Caixa 20 kg,66.25,2015-04-08,4.579999999999998,7.909999999999997
22648,Salada longa vida AA - atacado,São Paulo (capital),9,4,2015,Caixa 20 kg,58.0,2015-04-09,-8.25,-12.829999999999998
22649,Salada longa vida AA - atacado,São Paulo (capital),10,4,2015,Caixa 20 kg,55.0,2015-04-10,-3.0,5.25
22650,Salada longa vida AA - atacado,São Paulo (capital),13,4,2015,Caixa 20 kg,70.0,2015-04-13,15.0,18.0
22651,Salada longa vida AA - atacado,São Paulo (capital),14,4,2015,Caixa 20 kg,67.14,2015-04-14,-2.8599999999999994,-17.86
22652,Salada longa vida AA - atacado,São Paulo (capital),15,4,2015,Caixa 20 kg,65.83,2015-04-15,-1.3100000000000023,1.5499999999999972
22653,Salada longa vida AA - atacado,São Paulo (capital),16,4,2015,Caixa 20 kg,69.17,2015-04-16,3.3400000000000034,4.650000000000006
22654,Salada longa vida AA - atacado,São Paulo (capital),17,4,2015,Caixa 20 kg,72.0,2015-04-17,2.8299999999999983,-0.5100000000000051
22655,Salada longa vida AA - atacado,São Paulo (capital),20,4,2015,Caixa 20 kg,61.67,2015-04-20,-10.329999999999998,-13.159999999999997
22656,Salada longa vida AA - atacado,São Paulo (capital),22,4,2015,Caixa 20 kg,44.0,2015-04-22,-17.67,-7.340000000000003
22657,Salada longa vida AA - atacado,São Paulo (capital),23,4,2015,Caixa 20 kg,46.0,2015-04-23,2.0,19.67
22658,Salada longa vida AA - atacado,São Paulo (capital),24,4,2015,Caixa 20 kg,46.0,2015-04-24,0.0,-2.0
22659,Salada longa vida AA - atacado,São Paulo (capital),27,4,2015,Caixa 20 kg,45.0,2015-04-27,-1.0,-1.0
22660,Salada longa vida AA - atacado,São Paulo (capital),28,4,2015,Caixa 20 kg,46.67,2015-04-28,1.6700000000000017,2.6700000000000017
22661,Salada longa vida AA - atacado,São Paulo (capital),29,4,2015,Caixa 20 kg,44.0,2015-04-29,-2.6700000000000017,-4.340000000000003
22662,Salada longa vida AA - atacado,São Paulo (capital),30,4,2015,Caixa 20 kg,45.0,2015-04-30,1.0,3.6700000000000017
22663,Salada longa vida AA - atacado,São Paulo (capital),4,5,2015,Caixa 20 kg,78.75,2015-05-04,33.75,32.75
22664,Salada longa vida AA - atacado,São Paulo (capital),5,5,2015,Caixa 20 kg,87.78,2015-05-05,9.030000000000001,-24.72
22665,Salada longa vida AA - atacado,São Paulo (capital),6,5,2015,Caixa 20 kg,91.25,2015-05-06,3.469999999999999,-5.560000000000002
22666,Salada longa vida AA - atacado,São Paulo (capital),7,5,2015,Caixa 20 kg,93.33,2015-05-07,2.0799999999999983,-1.3900000000000006
22667,Salada longa vida AA - atacado,São Paulo (capital),8,5,2015,Caixa 20 kg,90.0,2015-05-08,-3.3299999999999983,-5.409999999999997
22668,Salada longa vida AA - atacado,São Paulo (capital),11,5,2015,Caixa 20 kg,90.0,2015-05-11,0.0,3.3299999999999983
22669,Salada longa vida AA - atacado,São Paulo (capital),12,5,2015,Caixa 20 kg,83.33,2015-05-12,-6.670000000000002,-6.670000000000002
22670,Salada longa vida AA - atacado,São Paulo (capital),13,5,2015,Caixa 20 kg,77.5,2015-05-13,-5.829999999999998,0.8400000000000034
22671,Salada longa vida AA - atacado,São Paulo (capital),14,5,2015,Caixa 20 kg,77.14,2015-05-14,-0.35999999999999943,5.469999999999999
22672,Salada longa vida AA - atacado,São Paulo (capital),15,5,2015,Caixa 20 kg,82.86,2015-05-15,5.719999999999999,6.079999999999998
22673,Salada longa vida AA - atacado,São Paulo (capital),18,5,2015,Caixa 20 kg,80.0,2015-05-18,-2.8599999999999994,-8.579999999999998
22674,Salada longa vida AA - atacado,São Paulo (capital),19,5,2015,Caixa 20 kg,72.5,2015-05-19,-7.5,-4.640000000000001
22675,Salada longa vida AA - atacado,São Paulo (capital),20,5,2015,Caixa 20 kg,70.0,2015-05-20,-2.5,5.0
22676,Salada longa vida AA - atacado,São Paulo (capital),21,5,2015,Caixa 20 kg,80.0,2015-05-21,10.0,12.5
22677,Salada longa vida AA - atacado,São Paulo (capital),22,5,2015,Caixa 20 kg,75.71,2015-05-22,-4.290000000000006,-14.290000000000006
22678,Salada longa vida AA - atacado,São Paulo (capital),25,5,2015,Caixa 20 kg,75.0,2015-05-25,-0.7099999999999937,3.5800000000000125
22679,Salada longa vida AA - atacado,São Paulo (capital),26,5,2015,Caixa 20 kg,72.5,2015-05-26,-2.5,-1.7900000000000063
22680,Salada longa vida AA - atacado,São Paulo (capital),27,5,2015,Caixa 20 kg,67.5,2015-05-27,-5.0,-2.5
22681,Salada longa vida AA - atacado,São Paulo (capital),28,5,2015,Caixa 20 kg,61.67,2015-05-28,-5.829999999999998,-0.8299999999999983
22682,Salada longa vida AA - atacado,São Paulo (capital),29,5,2015,Caixa 20 kg,60.0,2015-05-29,-1.6700000000000017,4.159999999999997
22683,Salada longa vida AA - atacado,São Paulo (capital),1,6,2015,Caixa 20 kg,46.43,2015-06-01,-13.57,-11.899999999999999
22684,Salada longa vida AA - atacado,São Paulo (capital),2,6,2015,Caixa 20 kg,47.86,2015-06-02,1.4299999999999997,15.0
22685,Salada longa vida AA - atacado,São Paulo (capital),3,6,2015,Caixa 20 kg,35.0,2015-06-03,-12.86,-14.29
22686,Salada longa vida AA - atacado,São Paulo (capital),5,6,2015,Caixa 20 kg,33.0,2015-06-05,-2.0,10.86
22687,Salada longa vida AA - atacado,São Paulo (capital),8,6,2015,Caixa 20 kg,35.0,2015-06-08,2.0,4.0
22688,Salada longa vida AA - atacado,São Paulo (capital),9,6,2015,Caixa 20 kg,41.43,2015-06-09,6.43,4.43
22689,Salada longa vida AA - atacado,São Paulo (capital),10,6,2015,Caixa 20 kg,43.33,2015-06-10,1.8999999999999986,-4.530000000000001
22690,Salada longa vida AA - atacado,São Paulo (capital),11,6,2015,Caixa 20 kg,40.83,2015-06-11,-2.5,-4.399999999999999
22691,Salada longa vida AA - atacado,São Paulo (capital),12,6,2015,Caixa 20 kg,41.0,2015-06-12,0.1700000000000017,2.6700000000000017
22692,Salada longa vida AA - atacado,São Paulo (capital),15,6,2015,Caixa 20 kg,45.0,2015-06-15,4.0,3.8299999999999983
22693,Salada longa vida AA - atacado,São Paulo (capital),16,6,2015,Caixa 20 kg,48.57,2015-06-16,3.5700000000000003,-0.4299999999999997
22694,Salada longa vida AA - atacado,São Paulo (capital),17,6,2015,Caixa 20 kg,42.78,2015-06-17,-5.789999999999999,-9.36
22695,Salada longa vida AA - atacado,São Paulo (capital),18,6,2015,Caixa 20 kg,37.86,2015-06-18,-4.920000000000002,0.8699999999999974
22696,Salada longa vida AA - atacado,São Paulo (capital),19,6,2015,Caixa 20 kg,31.67,2015-06-19,-6.189999999999998,-1.269999999999996
22697,Salada longa vida AA - atacado,São Paulo (capital),22,6,2015,Caixa 20 kg,30.0,2015-06-22,-1.6700000000000017,4.519999999999996
22698,Salada longa vida AA - atacado,São Paulo (capital),23,6,2015,Caixa 20 kg,29.0,2015-06-23,-1.0,0.6700000000000017
22699,Salada longa vida AA - atacado,São Paulo (capital),24,6,2015,Caixa 20 kg,31.67,2015-06-24,2.6700000000000017,3.6700000000000017
22700,Salada longa vida AA - atacado,São Paulo (capital),25,6,2015,Caixa 20 kg,30.0,2015-06-25,-1.6700000000000017,-4.340000000000003
22701,Salada longa vida AA - atacado,São Paulo (capital),26,6,2015,Caixa 20 kg,41.67,2015-06-26,11.670000000000002,13.340000000000003
22702,Salada longa vida AA - atacado,São Paulo (capital),29,6,2015,Caixa 20 kg,50.0,2015-06-29,8.329999999999998,-3.3400000000000034
22703,Salada longa vida AA - atacado,São Paulo (capital),30,6,2015,Caixa 20 kg,47.0,2015-06-30,-3.0,-11.329999999999998
22704,Salada longa vida AA - atacado,São Paulo (capital),1,7,2015,Caixa 20 kg,52.5,2015-07-01,5.5,8.5
22705,Salada longa vida AA - atacado,São Paulo (capital),2,7,2015,Caixa 20 kg,53.75,2015-07-02,1.25,-4.25
22706,Salada longa vida AA - atacado,São Paulo (capital),3,7,2015,Caixa 20 kg,65.0,2015-07-03,11.25,10.0
22707,Salada longa vida AA - atacado,São Paulo (capital),6,7,2015,Caixa 20 kg,76.67,2015-07-06,11.670000000000002,0.4200000000000017
22708,Salada longa vida AA - atacado,São Paulo (capital),7,7,2015,Caixa 20 kg,76.25,2015-07-07,-0.4200000000000017,-12.090000000000003
22709,Salada longa vida AA - atacado,São Paulo (capital),8,7,2015,Caixa 20 kg,74.0,2015-07-08,-2.25,-1.8299999999999983
22710,Salada longa vida AA - atacado,São Paulo (capital),9,7,2015,Caixa 20 kg,70.0,2015-07-09,-4.0,-1.75
22711,Salada longa vida AA - atacado,São Paulo (capital),10,7,2015,Caixa 20 kg,64.17,2015-07-10,-5.829999999999998,-1.8299999999999983
22712,Salada longa vida AA - atacado,São Paulo (capital),13,7,2015,Caixa 20 kg,52.86,2015-07-13,-11.310000000000002,-5.480000000000004
22713,Salada longa vida AA - atacado,São Paulo (capital),14,7,2015,Caixa 20 kg,55.83,2015-07-14,2.969999999999999,14.280000000000001
22714,Salada longa vida AA - atacado,São Paulo (capital),15,7,2015,Caixa 20 kg,43.0,2015-07-15,-12.829999999999998,-15.799999999999997
22715,Salada longa vida AA - atacado,São Paulo (capital),16,7,2015,Caixa 20 kg,45.0,2015-07-16,2.0,14.829999999999998
22716,Salada longa vida AA - atacado,São Paulo (capital),17,7,2015,Caixa 20 kg,52.0,2015-07-17,7.0,5.0
22717,Salada longa vida AA - atacado,São Paulo (capital),20,7,2015,Caixa 20 kg,51.88,2015-07-20,-0.11999999999999744,-7.119999999999997
22718,Salada longa vida AA - atacado,São Paulo (capital),21,7,2015,Caixa 20 kg,38.57,2015-07-21,-13.310000000000002,-13.190000000000005
22719,Salada longa vida AA - atacado,São Paulo (capital),22,7,2015,Caixa 20 kg,37.5,2015-07-22,-1.0700000000000003,12.240000000000002
22720,Salada longa vida AA - atacado,São Paulo (capital),23,7,2015,Caixa 20 kg,32.5,2015-07-23,-5.0,-3.9299999999999997
22721,Salada longa vida AA - atacado,São Paulo (capital),24,7,2015,Caixa 20 kg,43.75,2015-07-24,11.25,16.25
22722,Salada longa vida AA - atacado,São Paulo (capital),27,7,2015,Caixa 20 kg,42.5,2015-07-27,-1.25,-12.5
22723,Salada longa vida AA - atacado,São Paulo (capital),28,7,2015,Caixa 20 kg,44.0,2015-07-28,1.5,2.75
22724,Salada longa vida AA - atacado,São Paulo (capital),29,7,2015,Caixa 20 kg,44.0,2015-07-29,0.0,-1.5
22725,Salada longa vida AA - atacado,São Paulo (capital),30,7,2015,Caixa 20 kg,38.5,2015-07-30,-5.5,-5.5
22726,Salada longa vida AA - atacado,São Paulo (capital),31,7,2015,Caixa 20 kg,39.29,2015-07-31,0.7899999999999991,6.289999999999999
22727,Salada longa vida AA - atacado,São Paulo (capital),3,8,2015,Caixa 20 kg,52.78,2015-08-03,13.490000000000002,12.700000000000003
22728,Salada longa vida AA - atacado,São Paulo (capital),4,8,2015,Caixa 20 kg,57.14,2015-08-04,4.359999999999999,-9.130000000000003
22729,Salada longa vida AA - atacado,São Paulo (capital),5,8,2015,Caixa 20 kg,56.67,2015-08-05,-0.46999999999999886,-4.829999999999998
22730,Salada longa vida AA - atacado,São Paulo (capital),6,8,2015,Caixa 20 kg,55.0,2015-08-06,-1.6700000000000017,-1.2000000000000028
22731,Salada longa vida AA - atacado,São Paulo (capital),7,8,2015,Caixa 20 kg,55.71,2015-08-07,0.7100000000000009,2.3800000000000026
22732,Salada longa vida AA - atacado,São Paulo (capital),10,8,2015,Caixa 20 kg,48.13,2015-08-10,-7.579999999999998,-8.29
22733,Salada longa vida AA - atacado,São Paulo (capital),11,8,2015,Caixa 20 kg,50.83,2015-08-11,2.6999999999999957,10.279999999999994
22734,Salada longa vida AA - atacado,São Paulo (capital),12,8,2015,Caixa 20 kg,48.0,2015-08-12,-2.8299999999999983,-5.529999999999994
22735,Salada longa vida AA - atacado,São Paulo (capital),13,8,2015,Caixa 20 kg,46.0,2015-08-13,-2.0,0.8299999999999983
22736,Salada longa vida AA - atacado,São Paulo (capital),14,8,2015,Caixa 20 kg,38.33,2015-08-14,-7.670000000000002,-5.670000000000002
22737,Salada longa vida AA - atacado,São Paulo (capital),17,8,2015,Caixa 20 kg,40.0,2015-08-17,1.6700000000000017,9.340000000000003
22738,Salada longa vida AA - atacado,São Paulo (capital),18,8,2015,Caixa 20 kg,32.5,2015-08-18,-7.5,-9.170000000000002
22739,Salada longa vida AA - atacado,São Paulo (capital),19,8,2015,Caixa 20 kg,34.0,2015-08-19,1.5,9.0
22740,Salada longa vida AA - atacado,São Paulo (capital),20,8,2015,Caixa 20 kg,39.0,2015-08-20,5.0,3.5
22741,Salada longa vida AA - atacado,São Paulo (capital),21,8,2015,Caixa 20 kg,45.71,2015-08-21,6.710000000000001,1.7100000000000009
22742,Salada longa vida AA - atacado,São Paulo (capital),24,8,2015,Caixa 20 kg,46.67,2015-08-24,0.9600000000000009,-5.75
22743,Salada longa vida AA - atacado,São Paulo (capital),25,8,2015,Caixa 20 kg,43.33,2015-08-25,-3.3400000000000034,-4.300000000000004
22744,Salada longa vida AA - atacado,São Paulo (capital),26,8,2015,Caixa 20 kg,38.57,2015-08-26,-4.759999999999998,-1.4199999999999946
22745,Salada longa vida AA - atacado,São Paulo (capital),27,8,2015,Caixa 20 kg,40.0,2015-08-27,1.4299999999999997,6.189999999999998
22746,Salada longa vida AA - atacado,São Paulo (capital),28,8,2015,Caixa 20 kg,36.67,2015-08-28,-3.3299999999999983,-4.759999999999998
22747,Salada longa vida AA - atacado,São Paulo (capital),31,8,2015,Caixa 20 kg,38.33,2015-08-31,1.6599999999999966,4.989999999999995
22748,Salada longa vida AA - atacado,São Paulo (capital),1,9,2015,Caixa 20 kg,32.14,2015-09-01,-6.189999999999998,-7.849999999999994
22749,Salada longa vida AA - atacado,São Paulo (capital),2,9,2015,Caixa 20 kg,31.5,2015-09-02,-0.6400000000000006,5.549999999999997
22750,Salada longa vida AA - atacado,São Paulo (capital),3,9,2015,Caixa 20 kg,30.0,2015-09-03,-1.5,-0.8599999999999994
22751,Salada longa vida AA - atacado,São Paulo (capital),4,9,2015,Caixa 20 kg,38.75,2015-09-04,8.75,10.25
22752,Salada longa vida AA - atacado,São Paulo (capital),8,9,2015,Caixa 20 kg,39.29,2015-09-08,0.5399999999999991,-8.21
22753,Salada longa vida AA - atacado,São Paulo (capital),9,9,2015,Caixa 20 kg,42.86,2015-09-09,3.5700000000000003,3.030000000000001
22754,Salada longa vida AA - atacado,São Paulo (capital),10,9,2015,Caixa 20 kg,42.5,2015-09-10,-0.35999999999999943,-3.9299999999999997
22755,Salada longa vida AA - atacado,São Paulo (capital),11,9,2015,Caixa 20 kg,31.67,2015-09-11,-10.829999999999998,-10.469999999999999
22756,Salada longa vida AA - atacado,São Paulo (capital),14,9,2015,Caixa 20 kg,35.0,2015-09-14,3.3299999999999983,14.159999999999997
22757,Salada longa vida AA - atacado,São Paulo (capital),15,9,2015,Caixa 20 kg,29.29,2015-09-15,-5.710000000000001,-9.04
22758,Salada longa vida AA - atacado,São Paulo (capital),16,9,2015,Caixa 20 kg,25.0,2015-09-16,-4.289999999999999,1.4200000000000017
22759,Salada longa vida AA - atacado,São Paulo (capital),17,9,2015,Caixa 20 kg,25.83,2015-09-17,0.8299999999999983,5.119999999999997
22760,Salada longa vida AA - atacado,São Paulo (capital),18,9,2015,Caixa 20 kg,28.75,2015-09-18,2.9200000000000017,2.0900000000000034
22761,Salada longa vida AA - atacado,São Paulo (capital),21,9,2015,Caixa 20 kg,41.67,2015-09-21,12.920000000000002,10.0
22762,Salada longa vida AA - atacado,São Paulo (capital),22,9,2015,Caixa 20 kg,56.67,2015-09-22,15.0,2.0799999999999983
22763,Salada longa vida AA - atacado,São Paulo (capital),23,9,2015,Caixa 20 kg,42.5,2015-09-23,-14.170000000000002,-29.17
22764,Salada longa vida AA - atacado,São Paulo (capital),24,9,2015,Caixa 20 kg,37.5,2015-09-24,-5.0,9.170000000000002
22765,Salada longa vida AA - atacado,São Paulo (capital),25,9,2015,Caixa 20 kg,30.0,2015-09-25,-7.5,-2.5
22766,Salada longa vida AA - atacado,São Paulo (capital),28,9,2015,Caixa 20 kg,25.0,2015-09-28,-5.0,2.5
22767,Salada longa vida AA - atacado,São Paulo (capital),29,9,2015,Caixa 20 kg,23.33,2015-09-29,-1.6700000000000017,3.3299999999999983
22768,Salada longa vida AA - atacado,São Paulo (capital),30,9,2015,Caixa 20 kg,22.86,2015-09-30,-0.46999999999999886,1.2000000000000028
22769,Salada longa vida AA - atacado,São Paulo (capital),1,10,2015,Caixa 20 kg,23.33,2015-10-01,0.46999999999999886,0.9399999999999977
22770,Salada longa vida AA - atacado,São Paulo (capital),2,10,2015,Caixa 20 kg,23.33,2015-10-02,0.0,-0.46999999999999886
22771,Salada longa vida AA - atacado,São Paulo (capital),5,10,2015,Caixa 20 kg,26.67,2015-10-05,3.3400000000000034,3.3400000000000034
22772,Salada longa vida AA - atacado,São Paulo (capital),6,10,2015,Caixa 20 kg,25.0,2015-10-06,-1.6700000000000017,-5.010000000000005
22773,Salada longa vida AA - atacado,São Paulo (capital),7,10,2015,Caixa 20 kg,35.0,2015-10-07,10.0,11.670000000000002
22774,Salada longa vida AA - atacado,São Paulo (capital),8,10,2015,Caixa 20 kg,28.0,2015-10-08,-7.0,-17.0
22775,Salada longa vida AA - atacado,São Paulo (capital),9,10,2015,Caixa 20 kg,32.5,2015-10-09,4.5,11.5
22776,Salada longa vida AA - atacado,São Paulo (capital),13,10,2015,Caixa 20 kg,48.0,2015-10-13,15.5,11.0
22777,Salada longa vida AA - atacado,São Paulo (capital),14,10,2015,Caixa 20 kg,41.25,2015-10-14,-6.75,-22.25
22778,Salada longa vida AA - atacado,São Paulo (capital),15,10,2015,Caixa 20 kg,43.33,2015-10-15,2.0799999999999983,8.829999999999998
22779,Salada longa vida AA - atacado,São Paulo (capital),16,10,2015,Caixa 20 kg,38.75,2015-10-16,-4.579999999999998,-6.659999999999997
22780,Salada longa vida AA - atacado,São Paulo (capital),19,10,2015,Caixa 20 kg,38.33,2015-10-19,-0.4200000000000017,4.159999999999997
22781,Salada longa vida AA - atacado,São Paulo (capital),20,10,2015,Caixa 20 kg,43.0,2015-10-20,4.670000000000002,5.090000000000003
22782,Salada longa vida AA - atacado,São Paulo (capital),21,10,2015,Caixa 20 kg,51.67,2015-10-21,8.670000000000002,4.0
22783,Salada longa vida AA - atacado,São Paulo (capital),22,10,2015,Caixa 20 kg,52.5,2015-10-22,0.8299999999999983,-7.840000000000003
22784,Salada longa vida AA - atacado,São Paulo (capital),23,10,2015,Caixa 20 kg,56.67,2015-10-23,4.170000000000002,3.3400000000000034
22785,Salada longa vida AA - atacado,São Paulo (capital),26,10,2015,Caixa 20 kg,52.14,2015-10-26,-4.530000000000001,-8.700000000000003
